question;intent;reponse
Problème avec le montant remboursé;retours_produit;"Vous avez 30 jours pour retourner un article. Voici les étapes : \n 1? Connectez-vous à votre compte > section « Mes commandes ». \n 2. Sélectionnez l’article et générez une étiquette retour. \n 3. Envoyez le colis sous 7 jours. Le remboursement sera traité sous 48h après réception.
"
Retour groupé possible ?;retours_produit;"Vous avez 30 jours pour retourner un article. Voici les étapes : \n 1? Connectez-vous à votre compte > section « Mes commandes ». \n 2. Sélectionnez l’article et générez une étiquette retour. \n 3. Envoyez le colis sous 7 jours. Le remboursement sera traité sous 48h après réception.
"
Yo;salutation;Salut ! Prêt(e) à faire de bonnes affaires sur Shoply ? ??
Hello;salutation;Hey ! Content de vous voir sur Shoply. Besoin d'aide pour trouver quelque chose ?
bjr;salutation;Hello ! Bienvenue chez Shoply. Dites-moi comment je peux vous aider ??
hello friend;salutation;Salut ! Prêt(e) à faire de bonnes affaires sur Shoply ? ??
good morning;salutation;Salut ! Prêt(e) à faire de bonnes affaires sur Shoply ? ??
hi;salutation;Hello ! Bienvenue chez Shoply. Dites-moi comment je peux vous aider ??
hola;salutation;Hello ! Bienvenue chez Shoply. Dites-moi comment je peux vous aider ??
hey le bot;salutation;Bonjour ! Bienvenue sur Shoply. Comment puis-je vous aider aujourd'hui ?
Bonjour;salutation;Bonjour ! Comment puis-je vous aider aujourd'hui ?
Bonsoir;salutation;Bonsoir ! Si vous avez des questions, je suis là pour vous répondre ??
Salut;salutation;Salut ! En quoi puis-je vous assister ?
Bonjour mon ami ;salutation;Bonjour, nous sommes heureux de vous accueillir, Que puis-je faire pour vous ?
Bonsoir, j'ai une petite question;salutation;Bonsoir, merci de nous avoir contactés. Comment puis-je vous aider ?
Yo, quelqu'un peut m'aider ?;salutation;Salut ??, nous sommes disponibles pour vous aider
Salut ici;salutation;Salut ! Super de vous voir ici ??
Salut salut;salutation;Coucou ?? que puis-je faire pour vous aujourd'hui
Bon après midi;salutation;Hello ! Une question ? Je suis là pour vous
cc;salutation;Bonjour, comment puis-je vous aider ?
slt;salutation;Salut, que puis-je faire pour vous aujourd'hui ?
slt frérot;salutation;Salut ! Super de vous voir ici ??
salut toi ;salutation;Bonjour ! Comment puis-je vous aider aujourd'hui ?
Salut, comment ca va;salutation;Salut ! En quoi puis-je vous assister ?
Hey;salutation;Hey, Comment puis-je vous être utilse ?
Hey, j'ai besoin d'aide;salutation;Hey, Comment puis-je vous être utilse ?
Salut, est ce que vous êtes là;salutation;Salut, je suis là pour vous aider. Que souhaitez-vous faire ?
Coucou;salutation;Coucou ! En quoi puis-je vous aider ?
Bonjour poto;salutation;Bonjour ! Vous cherchez quelque chose de précis ?
Salut poto;salutation;Salut, comment puis-je vous rendre service ??
Bonjour mon pote;salutation;Bonjour ! Vous cherchez quelque chose en particulier ?
Salut frère;salutation;Salut ! N'hésitez pas à me dire comment je peux vous aider
Bonjour mon ami;salutation;Bonjour, bienvenue sur notre site comment puis-je vous assiter ?
asluta;salutation;Bonjour ! Vous cherchez quelque chose de précis ?
aslut;salutation;Salut ! N'hésitez pas à me dire comment je peux vous aider
salyt;salutation;Coucou ! En quoi puis-je vous aider ?
Bonsoir c’est Casimir;salutation;Bonjour ! Vous cherchez quelque chose de précis ?
Salut frangin ? c'est Noël Tshingana Ngoma ?;salutation;Bonjour ! Vous cherchez quelque chose de précis ?
Bjr mon ami;salutation;Hey, Comment puis-je vous être utilse ?
Salut mec;salutation;Bonjour ! Vous cherchez quelque chose de précis ?
Comment vas-tu;sante_chat;Je vais bien merci et vous
comment;sante_chat;je vais bien et toi  ?
tu vas bien ?;sante_chat;Oui ça va et toi ?
ca roule ?;sante_chat;Oui je vais bien et vous ?
Tout vas bien ?;sante_chat;Je vais bien et de ton coté ?
Se comment ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
tu vas ok ?;sante_chat;Oui je vais bien et vous ?
Comment vas-tu bro;sante_chat;Oui ça va et toi ?
t'es en vie fréro;sante_chat;Je vais bien et de ton coté ?
tout va comment tu veux mec;sante_chat;Je vais bien et de ton coté ?
mec comment vas-tu;sante_chat;Je vais bien et de ton coté ?
frère tout va bien de ton cote ?;sante_chat;Je vais bien et de ton coté ?
Vieux, j'espère que tu vas bien ;sante_chat;Je vais bien et de ton coté ?
j'espère que ca va ;sante_chat;Je vais bien et de ton coté ?
ca va ?;sante_chat;Je vais bien et de ton coté ?
ça va neuf ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
ca va frérot;sante_chat;ça va ça va j'espère que c'est de même pour vous  
cv toi;sante_chat;ça va ça va j'espère que c'est de même pour vous  
cv mec ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
cv enfoirés ;sante_chat;je vais bien et toi  ?
euh toi cv;sante_chat;je vais bien et toi  ?
mon poto cv;sante_chat;je vais bien et toi  ?
ah toi, cv;sante_chat;je vais bien et toi  ?
yo comment vas-tu ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
vx ! Se comment ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
j'aimerais savoir tu vas bien ?;sante_chat;ça va ça va j'espère que c'est de même pour vous  
dis moi, tu vas bien ;sante_chat;ça va ça va j'espère que c'est de même pour vous  
dis moi un peu tu vas bien ;sante_chat;je vais bien et toi  ?
dis moi un peu comment vas-tu ;sante_chat;je vais bien et toi  ?
cv;sante_chat;je vais bien et toi  ?
cv fréro;sante_chat;je vais bien et toi  ?
cv mon ami;sante_chat;je vais bien et toi  ?
Livrez-vous dans toute la RDC ?;zone_livraison;Pour l'instant, nous ne livros que dans la ville de Matadi. Nous espérons pouvoir étendre notre zone de livraison à d'autres régions dans le futur. Merci pour votre compréhension !
Est-ce que vous expédiez partout au Congo ?;zone_livraison;Pour l'instant, nous ne livros que dans la ville de Matadi. Nous espérons pouvoir étendre notre zone de livraison à d'autres régions dans le futur. Merci pour votre compréhension !
Pouvez-vous livrer dans mon quartier ?;zone_livraison;Pour le moment, nous ne livrons qu'à Matadi. Si vous résidez en dehors de cette ville, nous travaillons activement à étendre notre service à d'autres zones.
Quels sont les pays que vous desservez ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Faites-vous la livraison en province ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
La livraison est-elle possible dans ma ville ?;zone_livraison;Actuellement, nous livrons uniquement dans la ville de Matadi. Si vous êtes situé dans cette ville, nous serons heureux de traiter votre commande. Pour les autres régions, nous vous prions de biens vouloir patienter en attendant que nous étendrons notre zone de livraison,
Livrez-vous dans ma région ?;zone_livraison;Actuellement, nous livrons uniquement dans la ville de Matadi. Si vous êtes situé dans cette ville, nous serons heureux de traiter votre commande. Pour les autres régions, nous vous prions de biens vouloir patienter en attendant que nous étendrons notre zone de livraison,
Est-ce que vous livrez à l’international ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Je suis à Goma, puis-je commander ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Expédiez-vous hors Kinshasa ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Je suis en Angola, Pouvez vous livrer ici ?;zone_livraison;Pour l'instant, nous ne livros que dans la ville de Matadi. Nous espérons pouvoir étendre notre zone de livraison à d'autres régions dans le futur. Merci pour votre compréhension !
Proposez-vous des livraisons dans les zones reculées ?;zone_livraison;Actuellement, nous pouvons livrer uniquement  dans la ville de matadi. Nous sommes en train de développer des solutions étendre nos livraisons aux zones plus reculées à l'avenir. Restez à l'écoute pour les futures mise à jour !
Est-ce que vous livrez à Luanda ?;zone_livraison;Pour l'instant, nous ne livros que dans la ville de Matadi. Nous espérons pouvoir étendre notre zone de livraison à d'autres régions dans le futur. Merci pour votre compréhension !
Je suis à Belgique, vous livrez aussi ici ? ;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Livrez vous dans ma région ?;zone_livraison;Actuellement, nous livrons uniquement dans la ville de Matadi. Si vous êtes situé dans cette ville, nous serons heureux de traiter votre commande. Pour les autres régions, nous vous prions de biens vouloir patienter en attendant que nous étendrons notre zone de livraison,
Est-ce que vous proposez la livraison internationale ?;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Livrez-vous dans la ville de BOMA;zone_livraison;Actuellement, nous livrons uniquement dans la ville de Matadi. Si vous êtes situé dans cette ville, nous serons heureux de traiter votre commande. Pour les autres régions, nous vous prions de biens vouloir patienter en attendant que nous étendrons notre zone de livraison,
Livrez vous aussi à l'étranger;zone_livraison;Actuellement, nous livrons exclusivement dans la ville de matadi. Cependant, nous espérons élargir notre couverture dans un avenir proche. Restez à l'écoute pour les futures mise à jour !
Tu fais quoi comme opération ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
Quelles opérations tu gères ?;opera_chat;Je maîtrise 100% des opérations Shoply : • Paiements sécurisés • Suivi colis • Retours • Service client. Besoin d'une opération précise ?
T'es capable de quelles opérations ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
C'est quoi tes fonctions exactes ?;opera_chat;Fonctions Premium : ?? Trouver LE produit parfait, ?? Optimiser votre budget, ?? Accélérer vos commandes. Je suis votre coach shopping !
Tu opères comment ?;opera_chat;Mode Turbo activé ! ? 1) Analyse votre demande 2) Scan la base Shoply 3) Propose LA meilleure solution. Essayez : 'Trouve-moi [jean]'
ShoplyBot tu gères quoi ?;opera_chat;Je gère TOUT le parcours client : • Avant-achat : conseils • Pendant : paiement sécurisé • Après : suivi colis. Un service complet !
T'as quelles compétences opérationnelles ?;opera_chat;Mes super-pouvoirs : ?? IA shopping, ?? Gestion commandes. Je suis l'OS de votre expérience Shoply !
Tes fonctionnalités principales ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
tu fé koi kom opé ?;opera_chat; Recherche produit, suivi comande, promo caché... Dites juste cek vs voulez, ShoplyBot gére !
opérations possibles ?;opera_chat;Opérations garanties : • Commande express • Retour facile • Paiement 3x sans frais • Livraison en 1h. Je vous guide ?
c quoi tes tools ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
T'es équipé pour quoi ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
Quel est ton scope d'action ?;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
T'as accès à quoi ?;opera_chat;Accès VIP à : 1) Nouveautés avant tout le monde 2) Stocks en temps réel 3) Promos futures. Votre avantage ShoplyBot !
Fonctionnalités disponibles ?;opera_chat; Recherche produit, suivi comande, promo caché... Dites juste cek vs voulez, ShoplyBot gére !
Peux-tu me lister tes opérations ?;opera_chat;Checklist opérations : ? Trouver produits ? Comparer ? Acheter ? Suivre ? Retourner ? Noter. Rien ne manque !
Quel est ton périmètre d'action ?;opera_chat; Recherche produit, suivi comande, promo caché... Dites juste cek vs voulez, ShoplyBot gére !
T'es configuré pour quelles tâches ?;opera_chat; Recherche produit, suivi comande, promo caché... Dites juste cek vs voulez, ShoplyBot gére !
Tu fais quoi comme opération;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
Qu’est-ce que tu sais faire au juste;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
Toi quel est ton travail;opera_chat;ShoplyBot est spécialisé dans les opérations shopping ! ?? je suis là pour répondre aux FAQ \n Je peux : 1) Rechercher des produits 2) Suivre vos commandes 3) Trouver des promos \n Quelle opération vous intéresse ?
Je veux parler à un humain !;contact_humain;Service client physique
Contactez-moi par téléphone.;contact_humain;Service client physique
Je veux parle à une autre person;contact_humain;Service client physique
comment vous contacter;contact_humain;Service client physique
J'aimerai parler à une autre personne;contact_humain;Service client physique
je vais parle aussi service client;contact_humain;Service client physique
passe moi quelqu'un d'autre;contact_humain;Service client physique
je veux parles à ton chef;contact_humain;Service client physique
je vais parler à ton superieur ;contact_humain;Service client physique
mon frer ton chef c'est mieux ;contact_humain;Service client physique
je vais passer au support client ;contact_humain;Service client physique
support client ;contact_humain;Service client physique
service client ;contact_humain;Service client physique
Je veux parler à un humain;contact_humain;Service client physique
Contactez-moi avec un conseiller;contact_humain;Service client physique
C'est possible de parler à une vraie personne ?;contact_humain;Service client physique
Transfère-moi à un humain;contact_humain;Service client physique
Ton service client il est où ?;contact_humain;Service client physique
J'insiste pour un humain;contact_humain;Service client physique
y a t'il un numéro ?;contact_humain;Service client physique
contact humain urgent;contact_humain;Service client physique
je veux le service client;contact_humain;Service client physique
trop compliqué je veux un humain;contact_humain;Service client physique
marre des bots donne moi un humain;contact_humain;Service client physique
comment bypass le bot ?;contact_humain;Service client physique
shoplybot arrête toi je veux un humain;contact_humain;Service client physique
tu me bloques je veux un humain;contact_humain;Service client physique
routage vers un conseiller svp;contact_humain;Service client physique
Le produit sont en dollars ou en francs ou les deux;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Franc ou dollar;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Je peux payer avec le franc ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Quelle devise utiliser ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Paiement en dollars possible ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Comment payer en francs ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Je veux voir les prix en dollars;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Taux de change actuel;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Frais de conversion ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Quelle est la devise par défaut ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Prix en francs ou dollars ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Conversion automatique ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Quelle monnaie est acceptée ?;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Changer devise panier;devise_paiement;Nos prix sont affichés en dolllars USD par défaut. Vous pouvez basculer l'affichage en francs Fc dans les paramètres de votre compte. Les deux devises sont acceptées au paiement !\n Notre taux est de 280 d'où 1USD = 2800Fc
Vous avez quel produits;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Qu'est-ce que vous vendez;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Montrez-moi vos articles;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Listez vos produits;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Quels types d'articles avez-vous;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
C'est quoi votre inventaire;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
vs vendez koi;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Vous proposez quoi comme articles;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Avez-vous [produit spécifique];produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Montrez catégories;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Quelles marques vous distribuez;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Produits disponibles actuellement;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Vous avez des produits locaux;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Montrez promotions produits;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Produits similaires à [produit];produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Quels sont les produits que vous possédez;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Tu vends quoi comme articles ou produits;produits_orga;Shoply propose plusieurs produits dans quelques catégories  : Électronique, Mode, Maison , Beauté, Sports.\nUne vari Quelle catégorie vous intéresse ?
Vous avez quel produit;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Vous avez quel article;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Besoin de renseignements concernant vos produits;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
À part vos moyens de paiement sécurisé qu'elles sont vos autres particularités;produits_orga;Nous proposons une variété de produits. Vous cherchez quelque chose en particulier ? Par exemple : jeans, riz, pain, smartphones, etc.
Est-ce que je dois créer un compte pour acheter ?;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
Créer un compte c'est obligé ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Faut s'inscrire pour commander ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Pourquoi demander un compte ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Je peux skip l'étape compte ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Compte client c'est forcé ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
vs forcez a ouvrir un compte ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Pas possible sans compte ?;compte_obligatoire;Oui, mais c'est ultra rapide ! En 1 minute chrono vous aurez accès à : • Votre panier • Suivi de commande • Réduction exclusive. Prêt à commencer ?
Pourquoi je dois m'enregistrer ?;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
G un compte ou c'est obligé ?;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
c nul de devoir créer un compte;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
Y a pas moyen sans compte ?;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
Je déteste les inscriptions;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
Besoin compte pour 1 achat ?;compte_obligatoire;Oui, mais c'est rapide et avantageux ! Voici comment créer votre compte Shoply :<br><br>1. <b>Cliquez sur l'icône profil</b> (en haut à droite) ou sur <b>'Ajouter au panier'</b><br>2. Sélectionnez <b>'Créer un compte'</b><br>3. Renseignez :<br>   • Email valide<br>   • Mot de passe sécurisé<br>   • Nom complet<br>4. <b>Validez par SMS</b> (code à 4 chiffres)<br>5. Personnalisation facultative :<br>   • Photo de profil<br>   • Préférences shopping<br><br>Avantages immédiats :<br>• 10% de réduction sur 1ère commande<br>• Suivi colis en temps réel<br>• Historique d'achats<br><br>Vous préférez une création express ? <b>Utilisez Google/Facebook</b> (20 secondes)
